list_item_id,job_id,list_item,parent,code / label 1,code / label 2,code / label 3,code / label 4
85609,5330,Knowledge of or experience with writing effective training materials,Do You Have These Minimum Qualifications? Then What Are You Waiting For - Apply Now!,,,,
85622,5331,Collect business requirements and prepare written requirements using ADE IT specified formats to ensure continuity of requirement documents across projects,"Understand the integration of processes across domains, scope, charter, plans",,,,
85761,5338,Write code across the stack on AWS in Python and Typescript using React,,,,,
85772,5338,"You write tested, encapsulated code that engineers at any level can easily understand and adapt",,,,,
85792,5339,Excellent written communication skills,The ideal candidate:,,,,
85803,5340,"Works with Email team to provide campaign analysis and reporting on list health, email acquisition rates, and revenue.",RESPONSIBILITIES,,,,
85813,5340,Emerging skill in written/verbal communication and open to coaching,QUALIFICATIONS,,,,
85863,5343,Excellent verbal and written communication skills,Qualifications:,,,,
85888,5345,To have excellent written and oral communication skills.,"In this role, youâ€™ll need â€¦",,,,
85904,5346,Excellent written and verbal communication.,,,,,
85949,5349,Excellent written communication skills,To qualify for this opportunity candidates must:,,,,
85998,5352,"You thrive on collaboration, working side by side with people of all backgrounds and disciplines, and you have very strong verbal and written communication skills.",You are highly motivated and passionate for the business,,,,
86000,5352,You can negotiate and resolve conflicts,You have great presentation skills,,,,
86038,5354,"Strong written and verbal communication skills, leadership role in extracurricular activities.",,,,,
86078,5357,"Communicate findings to necessary stakeholders, using persuasive oral and written communication to defend conclusions",Position Responsibilities,,,,
86124,5360,Excellent written and verbal communication skills.,Requirements,,,,
86145,5361,You have strong verbal & written communication skills,"As our ideal candidate,",,,,
86203,5364,"Query writing or analyzing skills to help with creating new queries and optimizing existing in support of our reporting, monitoring and automation initiatives","The ability to analyze, compare and reconcile data across multiple platforms and data sourcesQuickly assess and address issues pertaining to specific daily controls reviews that are critical components in how we deliver products and services to our customersAbility to work in a fast-paced virtual environment, while communicating with both internal and external stakeholders regarding status of key deliverablesOptimize existing processes and develop new ways of delivering products and services to meet the growing needs of the businessAssist team members with user stories and/or support our product, analytics and technology partners as needed to ensure we have timely delivery and remediation for any issues that may ariseWorking in an Agile environment with the ability to pivot to new demands are they arise",,,,
